           0.       3.69541         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF      111.7566         INDEF      113.9538         INDEF    -0.7802438         INDEF         INDEF            0.     -1.419157         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF       INDEF       INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF           1           0       INDEF       INDEF         INDEF         INDEF
     1.253786      2.270559    0.01548817    0.07897448    0.05584339     0.0519779    0.02820108      53.05209      16.48176      111.6419    0.01850899      113.8462    0.01839648     -1.417445     0.1647053     0.1161987      1.058171    -0.8903321   0.007431474   0.007381002      14.22608      14.22608     -2.882713     -2.882713           5           5   0.002946352    0.01344919  -0.008271428     0.0130083   0.005576422    0.01287263    0.01131925    0.01244118          13           0          10           0   0.001241949            2.
     1.266324      2.253713    0.01531181    0.07807519     0.0552075    0.05358812    0.02776296      53.44102      15.75117      111.6422     0.0184268      113.8463    0.01830051     -1.406683     0.1628621     0.1157774      1.060807    -0.8822464   0.007401678   0.007351527      14.22608      14.22608     -2.882713     -2.882713           5           5   0.002285205     0.0131661  -0.009642932     0.0127502   0.005599196    0.01250449    0.01204725     0.0120974          13           0          10           0   0.001891102            2.
     1.278987      2.236084     0.0150339    0.07665817    0.05420551    0.05358098    0.02696892      52.99779      15.30266      111.6422    0.01807553      113.8463      0.017958     -1.408306     0.1576372     0.1119339      1.063449    -0.8737205   0.007324443   0.007275328      14.22608      14.22608     -2.882713     -2.882713           5           5   0.002048043    0.01283707  -0.008781067    0.01242329   0.005985968    0.01225431    0.01090999    0.01183768          13           0          10           0   5.722436E-5            2.
     1.291777      2.219294    0.01429755    0.07290347    0.05155054    0.05534578    0.02545216        52.132      13.99421      111.6436    0.01724404      113.8459    0.01713588     -1.402463     0.1484718      0.105865      1.066097     -0.865537   0.007017302   0.006972294      14.22608      14.22608     -2.882713     -2.882713           5           5   9.269689E-5     0.0122553  -0.006797467    0.01184685   0.005001424    0.01177161   0.009902977    0.01136466          13           0          10           0   2.579837E-5            2.
     1.304694      2.202117    0.01361772      0.069437    0.04909937    0.05682698    0.02411295      51.32351      12.92215       111.645    0.01651043      113.8457    0.01641274     -1.393858     0.1405592     0.1008418      1.068753     -0.857101   0.006734977   0.006693444      14.22608      14.22608     -2.882713     -2.882713           5           5  -0.002098463    0.01168915  -0.005045761    0.01128833   0.004162101    0.01126513    0.00920204    0.01087243          13           0          10           0   2.995653E-5            2.
     1.317741      2.184365    0.01317945    0.06720226    0.04751918    0.05779528    0.02329294      50.88015      12.27969       111.646    0.01611535       113.846    0.01602321     -1.381112     0.1356048    0.09818517      1.071415     -0.848313   0.006570712   0.006531199      14.22608      14.22608     -2.882713     -2.882713           5           5  -0.003795748    0.01128694  -0.004351807    0.01089307   0.003977749    0.01085707    0.00907687    0.01047881          13           0          10           0   9.259300E-5            2.
     1.330919      2.166641    0.01277182    0.06512375    0.04604945    0.05884541    0.02253108      50.40145      11.67239      111.6471    0.01575119      113.8462    0.01566508      -1.36852      0.131252    0.09590799      1.074083    -0.8394676   0.006419113   0.006381357      14.22608      14.22608     -2.882713     -2.882713           5           5  -0.005605041    0.01088074  -0.003579759    0.01049148   0.003826847    0.01043895    0.00896857    0.01007584          13           0          10           0   8.566839E-5            2.
     1.344228      2.148929    0.01242193    0.06333969    0.04478792    0.05990741    0.02186886      49.93385      11.13458      111.6481    0.01544799      113.8465    0.01536778     -1.356227     0.1278192    0.09424613      1.076758    -0.8305551   0.006294264   0.006258035      14.22608      14.22608     -2.882713     -2.882713           5           5  -0.007388955    0.01048576  -0.002835664    0.01009877   0.003740876    0.01002563    0.00887865   0.009677808          13           0          10           0   7.823286E-5            2.
      1.35767      2.131226    0.01213335    0.06186819    0.04374742    0.06098735    0.02131324      49.47645      10.66546      111.6492     0.0152128      113.8467    0.01513835     -1.344178     0.1252901    0.09320948       1.07944    -0.8215736    0.00619891   0.006163714      14.22608      14.22608     -2.882713     -2.882713           5           5   -0.00914814    0.01010461  -0.002119648   0.009717042   0.003716944   0.009618484   0.008815861    0.00928616          13           0          10           0   6.853171E-5            2.
     1.371247       2.11352    0.01190534    0.06070555    0.04292531    0.06207683    0.02086229      49.03132      10.26234      111.6502    0.01504644      113.8469    0.01497762     -1.332491     0.1236263    0.09277831      1.082129    -0.8125157   0.006133231   0.006098777      14.22608      14.22608     -2.882713     -2.882713           5           5   -0.01087597    0.00973676  -0.001434179   0.009345233   0.003754182   0.009216519   0.008774692   0.008899909          13           0          10           0   7.616292E-5            2.
     1.384959      2.095841    0.01173877    0.05985621    0.04232473    0.06320921    0.02049312       48.5976      9.905937      111.6513    0.01493478      113.8471    0.01487152     -1.322766     0.1230222    0.09300373      1.084824    -0.8033958   0.006098302   0.006064213      14.22608      14.22608     -2.882713     -2.882713           5           5   -0.01255639   0.009373653  -7.833791E-4   0.008974347   0.003849592    0.00881054   0.008744301   0.008510208          13           0          10           0   5.548384E-5            2.
     1.398809      2.078002    0.01160117     0.0591546    0.04182862    0.06427754    0.02018357      48.21183      9.599447      111.6524    0.01486264      113.8472    0.01480451     -1.312609     0.1229533    0.09367093      1.087526    -0.7941151    0.00607849   0.006044676      14.22608      14.22608     -2.882713     -2.882713           5           5    -0.0140509   0.009024127  -2.955586E-4   0.008614198    0.00407791   0.008406984   0.008731185   0.008122851          13           0          10           0   5.713332E-5            2.
     1.412797      2.059937    0.01148983    0.05858684    0.04142715    0.06522205    0.01993302      47.83077      9.347555      111.6536    0.01482999      113.8472    0.01477736     -1.302127     0.1234295    0.09479067      1.090235    -0.7846351   0.006072974   0.006039136      14.22608      14.22608     -2.882713     -2.882713           5           5   -0.01549215   0.008678009   1.383237E-4   0.008252547   0.004422241   0.007991249   0.008733766    0.00772378          13           0          10           0   9.093298E-6            2.
     1.426925      2.042103     0.0114596    0.05843272    0.04131817     0.0660977    0.01978083      47.71619      9.157441      111.6551    0.01487074      113.8471    0.01481878     -1.294422     0.1235511    0.09544889       1.09295    -0.7751939   0.006109932   0.006075765      18.45835       22.4769     -3.165482     -3.379341           7           9   -0.01634472    0.00845869   2.710065E-4   0.008021703   0.004586176   0.007750531   0.008523962   0.007490642          13           0          10           0   1.690872E-5            2.
     1.441194      2.024348    0.01146392    0.05845477    0.04133377    0.06694068    0.01966812      47.75003      8.994524      111.6568    0.01494184      113.8468    0.01488769     -1.288333     0.1233451    0.09574004      1.095672    -0.7657128   0.006165981   0.006131197      18.45835       22.4769     -3.165482     -3.379341           7           9   -0.01687822   0.008308879   2.470430E-4   0.007864087   0.004619663   0.007610169   0.008200621   0.007352822          13           0          10           0   4.197695E-5            2.
     1.455606      2.006658    0.01147685     0.0585207    0.04138039    0.06786861     0.0195605      47.82737      8.827237      111.6587    0.01501792      113.8465    0.01496051     -1.282646     0.1230059     0.0959001      1.098401    -0.7561834   0.006227584      0.006192      18.45835       22.4769     -3.165482     -3.379341           7           9   -0.01735553   0.008169128   8.115974E-5   0.007716952   0.004702912   0.007471338   0.007940127   0.007216741          13           0          10           0   2.790807E-5            2.
     1.470162      1.988959    0.01149743    0.05862561    0.04145457    0.06885456    0.01945101      47.92089      8.656554      111.6605    0.01509326      113.8462    0.01503205     -1.278135      0.122909    0.09616283      1.101137    -0.7465644   0.006294445   0.006258112      18.45835       22.4769     -3.165482     -3.379341           7           9   -0.01780215   0.008030775  -1.457273E-4   0.007570701   0.004801747   0.007327685   0.007719467   0.007076362          13           0          10           0   3.039636E-5            2.
     1.484864      1.971161    0.01152961    0.05878971     0.0415706    0.06983926      0.019351      48.01529      8.494951      111.6625    0.01517599      113.8459    0.01511078     -1.274246     0.1230977    0.09660432      1.103879    -0.7368054   0.006369243   0.006332111      18.45835       22.4769     -3.165482     -3.379341           7           9   -0.01823557   0.007896534  -3.752785E-4    0.00742733   0.004882742   0.007184285   0.007529888    0.00693667          13           0          10           0   3.075203E-5            2.
     1.499712      1.953258    0.01156544    0.05897242     0.0416998    0.07082575    0.01925821      48.12661      8.340724      111.6644    0.01526476      113.8456    0.01519501     -1.270306     0.1233304    0.09708715      1.106629    -0.7268991   0.006447837   0.006409829      18.45835       22.4769     -3.165482     -3.379341           7           9   -0.01861848   0.007772965  -6.502317E-4   0.007294685   0.004939784   0.007048828   0.007385113   0.006805151          13           0          10           0   4.231577E-5            2.
     1.514709      1.935232    0.01162536    0.05927793    0.04191582    0.07178714      0.019211      48.20036      8.212941      111.6663    0.01538961      113.8453    0.01531589     -1.266005     0.1238072    0.09779361      1.109385    -0.7168327   0.006541965   0.006502754      18.45835       22.4769     -3.165482     -3.379341           7           9   -0.01910588   0.007650903  -8.372703E-4   0.007159206   0.004997553   0.006908203    0.00725626   0.006668875          13           0          10           0   4.025219E-5            2.
     1.529857      1.916668    0.01170106    0.05966393    0.04218877    0.07255913    0.01920287      48.41409      8.125377      111.6681    0.01554691      113.8453    0.01546597     -1.261076     0.1241327    0.09843393      1.112148    -0.7063671   0.006648657   0.006608177       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.01943956   0.007578001  -0.001416211   0.007076342   0.005115734   0.006788855   0.007420723   0.006555649          13           0          10           0   4.290100E-5            2.
     1.545155      1.897508    0.01182908     0.0603167    0.04265035    0.07315184    0.01930541      48.73521       8.10507      111.6698    0.01579599      113.8456    0.01570477     -1.254816     0.1245542    0.09926096      1.114918    -0.6954592   0.006789626   0.006747453       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.01978934   0.007556377  -0.002326164   0.007044175   0.005342631   0.006676822   0.007913544   0.006452707          13           0          10           0   4.177296E-5            2.
     1.560607       1.87832    0.01197504    0.06106095    0.04317661    0.07375797    0.01943452      49.04329      8.094771      111.6715    0.01607066      113.8459    0.01596881     -1.248542     0.1251196     0.1002126      1.117695    -0.6844239   0.006944156   0.006900048       22.4769       22.4769     -3.379341     -3.379341           9           9    -0.0201528   0.007538693  -0.003195667   0.007015426   0.005514154   0.006566131   0.008399042   0.006352096          13           0          10           0   4.372221E-5            2.
     1.576213       1.85911    0.01213679    0.06188573    0.04375982    0.07439264     0.0195878      49.33994      8.091676      111.6732    0.01636985      113.8463    0.01625689     -1.242191     0.1257977     0.1012708      1.120479    -0.6732624   0.007111224   0.007064991       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.02052438   0.007526412  -0.004031666   0.006991648   0.005630313   0.006458886   0.008879014    0.00625599          13           0          10           0   3.358134E-5            2.
     1.591975      1.839852    0.01231199    0.06277908    0.04439152    0.07503177    0.01983746      49.61176      8.127704       111.675    0.01675482      113.8466    0.01663022     -1.231099     0.1253111      0.101788       1.12327    -0.6619574   0.007289978   0.007241311       22.4769       22.4769     -3.379341     -3.379341           9           9    -0.0210077   0.007540128  -0.004812409   0.006993852   0.005717132    0.00637506   0.009376726    0.00618313          13           0          10           0   6.848595E-5            2.
     1.607895      1.820544    0.01250023    0.06373894    0.04507024    0.07568657    0.02013134      49.90444      8.179532      111.6768    0.01718445      113.8469     0.0170466     -1.218596     0.1246394     0.1022812      1.126067    -0.6505032   0.007480625    0.00742945       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.02147621   0.007574175  -0.005657332   0.007018029   0.005758808   0.006306167   0.009920008   0.006126414          13           0          10           0   3.848604E-5            2.
     1.623973      1.801202    0.01270114    0.06476337    0.04579462    0.07635749    0.02044679      50.16934       8.23758      111.6787    0.01763988      113.8472    0.01748857     -1.206149     0.1242509     0.1030146      1.128872    -0.6389062   0.007683185   0.007629177       22.4769       22.4769     -3.379341     -3.379341           9           9    -0.0219875   0.007610696    -0.0064307   0.007041935   0.005746688   0.006236759    0.01045051    0.00607067          13           0          10           0   3.597079E-5            2.
     1.640213      1.781821    0.01291291    0.06584318    0.04655816    0.07704712    0.02078028       50.4233      8.299975      111.6806    0.01811897      113.8475    0.01795352     -1.193732      0.124099     0.1039589      1.131684    -0.6271601   0.007897002   0.007839951       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.02250911    0.00765402  -0.007177934    0.00707114   0.005684914   0.006169648    0.01098712   0.006019038          13           0          10           0   3.562107E-5            2.
     1.656615      1.762388    0.01313572    0.06697927     0.0473615    0.07774888    0.02113309      50.66817       8.36776      111.6826    0.01862343      113.8477    0.01844308     -1.181331     0.1241703     0.1051105      1.134502    -0.6152537   0.008122689   0.008062329       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.02304292   0.007705378  -0.007904032   0.007106697   0.005572302   0.006105607    0.01153111   0.005972524          13           0          10           0   2.927728E-5            2.
     1.673182       1.74291    0.01336779    0.06816264    0.04819827     0.0784708    0.02150229      50.90161      8.438789      111.6846    0.01915141       113.848    0.01895542     -1.168947     0.1244387     0.1064537      1.137328    -0.6031876   0.008359469   0.008295615       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.02359023   0.007764651  -0.008600638   0.007148224   0.005408002   0.006043474    0.01208446   0.005930318          13           0          10           0   2.739272E-5            2.
     1.689913      1.723387    0.01361051    0.06940026    0.04907339    0.07920977    0.02188969      51.12445      8.513957      111.6867     0.0197051      113.8483    0.01949268       -1.1566     0.1248973     0.1079865      1.140161    -0.5909571   0.008608657   0.008540943       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.02414953   0.007834415  -0.009271653   0.007198213   0.005196567   0.005985168    0.01264843   0.005894506          13           0          10           0   2.266759E-5            2.
     1.706813      1.703817    0.01386194    0.07068228    0.04997992    0.07996592    0.02229041      51.33894      8.591217      111.6888    0.02028079      113.8485    0.02005106      -1.14442     0.1252166     0.1094149      1.143001    -0.5785577   0.008869438   0.008797586       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.02471203   0.007911826  -0.009922093   0.007256054   0.004934191   0.005929176    0.01322563   0.005863245          13           0          10           0   1.960109E-5            2.
     1.723881      1.684191    0.01412497    0.07202352    0.05092832    0.08073574    0.02270219      51.54464      8.669973       111.691     0.0208769      113.8488    0.02062901     -1.132695     0.1251742     0.1105101      1.145847    -0.5659784   0.009144245   0.009067907       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.02527714   0.007994904   -0.01054604   0.007321351   0.004618963   0.005875532     0.0138137   0.005835768          13           0          10           0   2.142910E-5            2.
     1.741119      1.664458     0.0143965    0.07340803    0.05190732    0.08147529    0.02313295      51.75302      8.757663      111.6931    0.02150081      113.8491     0.0212336      -1.12084     0.1252545     0.1117505      1.148701    -0.5531819   0.009431783   0.009350603       22.4769       22.4769     -3.379341     -3.379341           9           9    -0.0258325    0.00809241   -0.01117594   0.007400682   0.004246636   0.005827085     0.0144278   0.005816624          13           0          10           0   6.001371E-5            2.
     1.758531      1.645266    0.01454953    0.07418834    0.05245908    0.08226401    0.02330813       52.2906      8.742973      111.6942    0.02190303      113.8496    0.02160509     -1.112158     0.1246788     0.1121053      1.151562    -0.5405903    0.00964414   0.009559226       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.02512837   0.008207189   -0.01266045   0.007572121   0.004119079   0.005902926    0.01489567   0.005903977          13           0          10           0   5.748524E-5            2.
     1.776116      1.626835    0.01465487    0.07472546    0.05283888    0.08291475    0.02333258      53.33925      8.686401      111.6937    0.02217671      113.8504     0.0218287     -1.107191     0.1235838     0.1116192      1.154431    -0.5283591   0.009824835   0.009736773       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.02266291   0.008354982    -0.0154701   0.007874886   0.004230611   0.006189325    0.01504393   0.006171385          13           0          10           0   1.419932E-4            2.
     1.793877      1.607956    0.01481459    0.07553986    0.05341475    0.08324646    0.02348769      54.36339      8.710814      111.6929    0.02257379      113.8515    0.02217531     -1.100461     0.1231355     0.1118945      1.157306    -0.5156851    0.01004963   0.009957412       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.02036535   0.008459265   -0.01796762   0.008113543   0.004390021   0.006485824    0.01476772   0.006438938          13           0          10           0   6.483219E-5            2.
     1.811816      1.588206     0.0149512    0.07623649    0.05390733    0.08303116    0.02366731      55.26759      8.799201      111.6924    0.02298872      113.8529    0.02254755       -1.0915     0.1229876     0.1126776      1.160188    -0.5022669    0.01026945     0.0101732       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.01852125   0.008492163   -0.01990464   0.008253282   0.004344783   0.006695993    0.01433674   0.006626152          13           0          10           0   2.613847E-5            2.
     1.829934      1.567706    0.01506181    0.07680044    0.05430611    0.08286157    0.02388818      55.80433      8.898707      111.6935    0.02344331      113.8539    0.02297278     -1.078817      0.122522     0.1135706      1.163078    -0.4881615    0.01048172    0.01038151       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.01802592   0.008469847   -0.02097442    0.00828017   0.003762614   0.006712588    0.01430018   0.006647768          13           0          10           0   1.068306E-4            2.
     1.848233      1.547569    0.01516138    0.07730817    0.05466513     0.0830095     0.0242712      56.26712      9.025973      111.6946    0.02406988      113.8549    0.02356588     -1.058059     0.1193652     0.1128153      1.165975    -0.4741252    0.01068929     0.0105851       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.01767837   0.008521509   -0.02204664   0.008371922    0.00326355   0.006811227    0.01429684   0.006740584          13           0          10           0   1.309144E-4            2.
     1.866716      1.527208    0.01527689    0.07789717    0.05508162    0.08297805    0.02471565      56.77757      9.194586      111.6956     0.0247661      113.8558    0.02422591     -1.036626      0.115899     0.1118041      1.168879    -0.4597458    0.01091548    0.01080683       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.01730195   0.008564777   -0.02326732   0.008460362    0.00256833   0.006911982    0.01424548   0.006833757          13           0          10           0   1.326489E-4            2.
     1.885383      1.506908    0.01539648    0.07850694    0.05551279    0.08301771    0.02523519      57.27271      9.383573      111.6967    0.02555126      113.8568    0.02497172     -1.013053     0.1120103      0.110567       1.17179    -0.4452171     0.0111503    0.01103698       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.01694677   0.008632991   -0.02453332   0.008571808   0.001802885   0.007046195    0.01415129   0.006956004          13           0          10           0   1.912505E-4            2.
     1.904236      1.486615    0.01555686    0.07932471    0.05609104    0.08303981    0.02581877      57.86443      9.598129      111.6978    0.02641736      113.8577    0.02579125    -0.9905143     0.1087027     0.1097437      1.174709    -0.4304966    0.01142163    0.01130275       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.01651931   0.008666129   -0.02606071   0.008662566   7.124155E-4   0.007155211    0.01392965   0.007052621          13           0          10           0   4.813550E-4            2.
     1.923279      1.465645    0.01570217    0.08006565    0.05661497    0.08251905    0.02642647      58.38225      9.883356      111.6991    0.02730991      113.8588    0.02664556    -0.9676792     0.1061289     0.1096736      1.177635    -0.4150717    0.01169474    0.01157014       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.01606606   0.008748325   -0.02741684   0.008797946  -3.640436E-4   0.007315814     0.0136513    0.00719725          13           0          10           0   1.593941E-4            2.
     1.942512      1.445265    0.01586418    0.08089177    0.05719912     0.0825325    0.02707437      58.87936      10.12409      111.7004    0.02827119      113.8597       0.02756     -0.944815     0.1041398     0.1102224      1.180568    -0.3998689    0.01198361    0.01185278       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.01562393   0.008849503   -0.02879829   0.008956852  -0.001520411    0.00749549    0.01327774    0.00735802          13           0          10           0   1.311795E-4            2.
     1.961937      1.425634    0.01586774     0.0809099    0.05721194    0.08303507    0.02745147      59.24464      10.20565      111.7012    0.02897235       113.861    0.02821879    -0.9222624        0.1022     0.1108144      1.183508    -0.3850201    0.01215231    0.01201779       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.01511289   0.008980862   -0.02951224   0.009120054  -0.002308566   0.007646292    0.01322693   0.007498455          13           0          10           0   5.642198E-4            2.
     1.981556       1.40833    0.01572403    0.08017711    0.05669378    0.08533052    0.02724966       59.5998      9.869913      111.7011    0.02911119      113.8623    0.02830246    -0.9092954    0.09734964     0.1070605      1.186456    -0.3717614    0.01219046    0.01205512       22.4769       22.4769     -3.379341     -3.379341           9           9   -0.01441299   0.009032489    -0.0293082   0.009142521  -0.002634536   0.007667646    0.01351379    0.00751408          13           0          10           0   4.325995E-4            2.
     2.001372      1.390499    0.01556729    0.07937792    0.05612867     0.0872107    0.02728361      59.92691      9.678337      111.7012    0.02949345      113.8646    0.02862829    -0.8883052    0.09554994     0.1075643      1.189411    -0.3579264     0.0122239    0.01208779       22.4769      27.49836     -3.379341     -3.598267           9          13   -0.01375924   0.009220379   -0.02920291   0.009326891  -0.003038261   0.007807032    0.01391948   0.007655244          13           0          10           0   9.362513E-4            2.
     2.021385      1.372375    0.01532606    0.07814789     0.0552589    0.08898925     0.0272547      60.43793      9.479896      111.7013    0.02980959      113.8648    0.02888058    -0.8652602    0.09263786     0.1070636      1.192373    -0.3436819    0.01219318    0.01205778       22.4769      27.49836     -3.379341     -3.598267           9          13   -0.01281383   0.009432747   -0.02890936   0.009535325  -0.003551502   0.007975044      0.014328    0.00784399          13           0          10           0   3.643495E-4            2.
     2.041599      1.354911    0.01472586    0.07508744    0.05309484    0.09143538    0.02678807      60.41711      9.066809      111.7005     0.0296354      113.8634     0.0286699    -0.8354357    0.08836557     0.1057718      1.195343    -0.3297771    0.01186488    0.01173662       22.4769      27.49836     -3.379341     -3.598267           9          13   -0.01253953   0.009712495   -0.02709426   0.009756329  -0.002152734   0.008219541    0.01512666   0.008125889          13           0          10           0   0.001700182            2.
     2.062015      1.336418    0.01411642     0.0719799    0.05089747    0.09242447    0.02611517      61.18883      8.724608      111.7005    0.02919271      113.8634    0.02817257    -0.8135737    0.08370919     0.1028907      1.198321    -0.3148555    0.01152948    0.01140836      25.17181      27.49836     -3.502286     -3.598267          11          13   -0.01166025    0.00967765   -0.02581973     0.0097179  -0.002305974   0.008125859    0.01552628   0.008069816          13           0          10           0   9.919984E-4            2.
     2.082635      1.320884    0.01387146    0.07073085    0.05001426    0.09699696    0.02602404      60.39556      8.277454      111.6986    0.02943656        113.86     0.0283667    -0.7882212     0.0785947    0.09971147      1.201305    -0.3021617    0.01146229    0.01134254      25.17181      27.49836     -3.502286     -3.598267          11          13   -0.01233595    0.01014091    -0.0236941    0.01012409  -1.048304E-4   0.008457868    0.01689116   0.008443686          13           0          50           2   0.005609212            2.
     2.103462       1.30212    0.01308519    0.06672166    0.04717934    0.09699696    0.02424851      62.80018      7.682333      111.6986    0.02772546        113.86    0.02656684     -0.789546    0.07376305    0.09342465      1.204297    -0.2866278    0.01096596     0.0108563      25.17181      27.49836     -3.502286     -3.598267          11          13  -0.009884525   0.009330162    -0.0229672   0.009385548  -0.002979274     0.0076835    0.01587506    0.00770562          13           0          50           2   0.006561988            2.
     2.124496      1.282974    0.01231041    0.06277101    0.04438581    0.09699696    0.02273671      62.80018      7.169328      111.6986     0.0262109        113.86    0.02508857    -0.7901387    0.07176007    0.09081958      1.207297    -0.2705444    0.01046817    0.01036818      25.17181      27.49836     -3.502286     -3.598267          11          13  -0.009067181    0.00899902   -0.02033568   0.009059142  -0.003902067   0.007161659     0.0163266   0.007247479          13           0          50           2    0.00238287            2.
     2.145741      1.264976    0.01139845    0.05812092     0.0410977    0.09699696    0.02100878      62.80018      6.585407      111.6966    0.02440887       113.856    0.02332963    -0.7870762    0.06562426    0.08337726      1.210304    -0.2552059   0.009827673   0.009739537      25.17181      27.49836     -3.502286     -3.598267          11          13  -0.007944512   0.008512828   -0.01775444    0.00857564  -0.004982755   0.006651508    0.01579453    0.00674927          13           0          10           0   6.395152E-4            2.
     2.167199      1.248558     0.0106085    0.05409294    0.03824949     0.0982185    0.01966823      62.95805      6.055772      111.6966     0.0230655      113.8537    0.02197561    -0.7759984     0.0610022    0.07861125      1.213318    -0.2410221   0.009264528   0.009186142      25.17181      27.49836     -3.502286     -3.598267          11          13  -0.006830637   0.008181321   -0.01558378     0.0082511  -0.006616893   0.006330939    0.01496026   0.006419386          13           0          10           0   1.479167E-4            2.
     2.188871      1.226557   0.009242895     0.0489088    0.03458375     0.0956256    0.01684728        63.049      5.634406      111.7009    0.02013475      113.8473    0.01987833    -0.7510547    0.05471807    0.07285498       1.21634    -0.2217196   0.008212698   0.008151043      27.49836      27.49836     -3.598267     -3.598267          13          13   -0.00601937   0.007615082   -0.01354485   0.007163241  -0.008030475   0.006211533    0.01154335   0.005810328          14           0          10           0   2.513784E-4            2.
     2.210759      1.211793   0.008701581    0.04604444    0.03255833    0.09783807    0.01589849      63.27491       5.17587      111.7005    0.01920179       113.845    0.01888457    -0.7413171    0.05191744    0.07003406       1.21937    -0.2085708   0.007824512   0.007768524      27.49836      27.49836     -3.598267     -3.598267          13          13  -0.005509874   0.007314377   -0.01213545   0.006896618  -0.008703455   0.005986086     0.0103462    0.00558716          14           0          10           0   1.173476E-4            2.
     2.232867      1.197023   0.008220952    0.04350119    0.03075998    0.09968334    0.01505767      63.39629       4.78445      111.7009    0.01837032      113.8422    0.01798035     -0.732357     0.0502003    0.06854621      1.222407    -0.1952565   0.007482339   0.007431124      27.49836      27.49836     -3.598267     -3.598267          13          13  -0.005254754   0.006929304   -0.01135921   0.006579994  -0.008620882   0.005780811   0.008861401   0.005420083          14           0          10           0   1.100970E-4            2.
     2.255196       1.18235   0.007764203     0.0410843    0.02905099     0.1011517    0.01431934      63.34837      4.451818      111.7021    0.01763339      113.8394    0.01717227    -0.7211869    0.04793974    0.06647339      1.225451    -0.1818655   0.007153285   0.007106475      29.85657      36.27566       -3.6876     -3.899038          15          21  -0.004999731   0.006444343   -0.01143976   0.006187275   -0.00734441   0.005567223   0.007506822   0.005282926          14           0          10           0   9.854714E-5            2.
     2.277748      1.168544   0.007319004    0.03872853    0.02738521     0.1027049    0.01362018      63.20002      4.137827      111.7039    0.01692585      113.8367    0.01639917    -0.7089164    0.04261369    0.06011102      1.228503    -0.1691123   0.006821708   0.006779118      29.85657      36.27566       -3.6876     -3.899038          15          21  -0.004673556   0.005869052   -0.01207949   0.005705475  -0.005168116   0.005229706   0.006816766   0.005043422          14           0          10           0   2.688327E-4            2.
     2.300525      1.155471   0.006836804    0.03617696    0.02558098     0.1034981    0.01263543      61.89317      3.774875      111.6984    0.01581699      113.8355    0.01527896    -0.7090287    0.03695673    0.05212305      1.231563    -0.1568977   0.006443243   0.006405226      29.85657      36.27566       -3.6876     -3.899038          15          21  -0.002837098   0.005272866   -0.01218303   0.005190349  -0.001796863    0.00472347    0.00731993   0.004636087          14           0          10           0   5.395396E-5            2.
      2.32353      1.135275   0.005703143     0.0301782    0.02133921     0.1025201    0.01069125       61.2419      3.189449      111.6892    0.01346479      113.8297    0.01296198    -0.6960689    0.03178995     0.0456707      1.234631    -0.1377524   0.005467984   0.005440575      32.07597      36.27566     -3.765449     -3.899038          17          21  -2.345446E-4   0.004993998  -0.007164735   0.004951621  -0.001697497   0.004295656   0.008134111   0.004277752          14           0          10           0   3.927053E-5            2.
     2.346766      1.113134   0.005843471    0.03092074    0.02186427     0.1003469    0.01114417      61.34902      3.358021       111.685    0.01412169      113.8233    0.01352938    -0.6824306    0.03173484    0.04650266      1.237706    -0.1163685   0.005714708   0.005684782      32.07597      36.27566     -3.765449     -3.899038          17          21    0.00162252   0.005573848  -0.001476189   0.005567366  -0.003578025   0.004618015   0.009698327   0.004635637          14           0          10           0   7.456496E-5            2.
     2.370233      1.093346   0.006309723    0.03455978    0.02443745    0.09787355    0.01147491      60.41161      3.729497      111.6831    0.01483319      113.8137    0.01462185    -0.6842304    0.03243718    0.04740681      1.240789    -0.0968937   0.006283986    0.00624782      32.07597      36.27566     -3.765449     -3.899038          17          21   0.004152664   0.005937952    0.00326688   0.005578613   -0.00428493   0.005324817   0.007627422   0.004990058          15           0          10           0   5.162339E-5            2.
